name,time,portions,difficulty,description,ingredients,steps,website,url,image_url
blueberry mojito,5 mins,6,Easy,Sip our refreshing blueberry mojito when the sun starts to shine. This easy cocktail can be mixed up in minutes with a handful of ingredients,"['100g blueberries', '3 lemons , chopped', '2 tbsp granulated sugar', '2 mint sprigs , leaves picked', '350ml white rum', '600ml sparkling water']","['Put the blueberries, lemons and sugar in a jug and muddle. Bruise the mint leaves and add them to the jug with lots of ice. Pour over the rum and sparkling water and stir together.']",bbc,https://www.bbcgoodfood.com/recipes/blueberry-mojito,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/blueberry-mojito-519d9f4.jpg
easy bloody mary,5 mins,1,Easy,"Mix together tomato juice, amontillado sherry, vodka and sherry vinegar to make a bloody mary cocktail. Season to suit with Tabasco and Worcestershire sauce","['small handful ice', '200ml tomato juice', '50ml vodka', '2 tbsp amontillado sherry', '1 tsp sherry vinegar , or to taste', 'pinch celery salt', 'Worcestershire sauce , to taste', 'Tabasco , to taste', 'squeeze of lemon juice', 'celery sticks and lemon wedges, to serve (optional)']","['Put the ice in a tall glass. Pour over the tomato juice, vodka, amontillado and sherry vinegar. Stir in the celery salt, then season to taste with the Worcestershire sauce, Tabasco and lemon juice. Taste again to see if more sherry vinegar is needed. ', 'Serve with celery sticks, lemon wedges and a sprinkle of freshly ground black pepper, if you like.']",bbc,https://www.bbcgoodfood.com/recipes/easy-bloody-mary,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/dianas-bloody-mary-abda74f.jpg
hugo cocktail,5 mins,1,Easy,"Refreshing, floral and herbal, the hugo cocktail is perfect for warm summer evenings. Make this simple spritz with prosecco and a dash of gin","['small handful of mint leaves, plus 1 mint sprig to garnish', '20ml elderflower cordial', '20ml gin (see tip below)', 'ice', '25ml soda water', '120ml prosecco', '1 lime wedge, to garnish']","['Gently scrunch the mint in your hands to lightly bruise it, then put in the bottom of a large wine glass. Pour over the elderflower cordial and gin and leave to infuse for 1-2 mins.', 'Fill the glass with ice, then pour over the soda water and prosecco. Stir gently to combine. Garnish with the lime wedge and mint sprig before serving.']",bbc,https://www.bbcgoodfood.com/recipes/hugo-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2021/05/hugo-cocktail-2956cdd.jpg
mango & pineapple mojito,5 mins,6,Easy,"Give your favourite classic cocktail a tropical twist with our mango and pineapple mojito. This vibrant, fruity drink is perfect for summer party season","['50g pineapple pieces', '50g chopped mango', '3 limes , chopped', '2 tbsp light brown soft sugar', '2 mint sprigs , leaves picked', 'ice', '150ml white rum', '200ml pineapple rum', '600ml sparkling water']","['Tip the pineapple, mango, limes and sugar into a large jug and muddle together. Bruise and add the mint leaves, then top with ice. Stir in the white rum, pineapple rum and sparkling water.']",bbc,https://www.bbcgoodfood.com/recipes/mango-pineapple-mojito,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mango-and-pineapple-mojito-15b1c1a.jpg
strawberry mojito,5 mins,6,Easy,"Mix up a refreshing strawberry mojito to sip in the summer sun. This easy, fruity cocktail is perfect for barbecue season or a relaxed party with friends","['9-10 strawberries', '2 limes , chopped', '2 tbsp granulated sugar', '2 mint sprigs , leaves picked', 'ice', '350ml white rum', '600ml sparkling water']","['Muddle the strawberries, limes and sugar in a large jug. Bruise the mint leaves and add to the jug with a pinch of black pepper. Add lots of ice and stir in the rum and sparkling water.']",bbc,https://www.bbcgoodfood.com/recipes/strawberry-mojito,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/strawberry-mojito-99f1388.jpg
cosmopolitan cocktail,5 mins,1,Easy,"Lipsmackingly sweet and sour, the Cosmopolitan cocktail of vodka, cranberry, orange liqueur and citrus is a good-time in a glass. Perfect for a party","['45ml lemon vodka', '15ml triple sec', '30ml cranberry juice', '10ml lime juice', 'ice']","['Shake ingredients in a cocktail shaker with ice and strain into a cocktail glass.', 'To make the garnish: hold a 3cm round piece of orange zest about 10cm above your cosmo and very carefully wave it over a lit match or lighter flame. Bend the outer edge of the zest in towards the flame so that the orange oils are released, then drop the zest into your drink.']",bbc,https://www.bbcgoodfood.com/recipes/cosmopolitan-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cosmopolitan-7a6874f.jpg
frozen margarita,5 mins,1,Easy,Cool off this summer with our super-simple frozen margarita recipe. This refreshing tequila cocktail can be made in just five minutes in a blender,"['50ml tequila', '25ml triple sec (we used Cointreau)', '25ml lime juice', ""15ml sugar syrup (see 'Goes well with' below)"", 'large handful of ice', 'wedge of lime , to garnish']","['Put all the ingredients except the lime wedge in a blender and blitz until smooth. Tip into a cocktail, margarita or rocks glass, garnish and serve.']",bbc,https://www.bbcgoodfood.com/recipes/frozen-margarita,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/frozen-margarita-e3ddfe9.jpg
black russian cocktail,5 mins,1,Easy,"A classic black russian cocktail is made with vodka, coffee liqueur and cola. Garnish with a maraschino cherry and serve as a decadent after-dinner drink","['50ml vodka', '25ml coffee liqueur', 'ice', '1 maraschino cherry', 'cola to top up, chilled (optional)']",['Put the vodka and the coffee liqueur into a tumbler filled with ice and stir gently for 30 secs - 1min. Add the cherry and serve. Top with a splash of chilled cola if you prefer a longer drink.'],bbc,https://www.bbcgoodfood.com/recipes/black-russian-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2017/09/black-russian-cocktail-e89ea42.jpg
passion fruit martini,5 mins,2,Easy,This easy passion fruit cocktail is bursting with zingy flavours and is perfect for celebrating with friends. Top with prosecco for a special drink,"['2 ripe passion fruits (they should have a crinkly appearance), halved', '60ml vanilla vodka', '30ml passoa', '1 tbsp lime juice', '1 tbsp sugar syrup', 'prosecco , to serve']","['Scoop the seeds from one of the passion fruits into the glass of a cocktail shaker, add the vodka, passoa, lime juice and sugar syrup. Add a handful of ice and shake well, strain into 2 martini glasses, top up with prosecco, then add half a passion fruit to each. Serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/passionfruit-pornstar-martini,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/passionfruit-pornstar-martini-df3bbfb.jpg
cuba libre,5 mins,1,Easy,"A classic Cuban cocktail of rum, cola, lime and ice. Pour into a tall glass for the ultimate refreshing long cocktail","['½ lime', '50ml rum , we used white rum', '100ml cola', 'ice']",['Cut ½ a lime into four small wedges. Squeeze the juice from two of the wedges into a tall glass. Drop the remaining wedges into the glass and fill with ice. Pour in the rum then fill up with cola and stir gently. '],bbc,https://www.bbcgoodfood.com/recipes/cuba-libre,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cuba-libre-f5.6-6f69031.jpg
gimlet cocktail,5 mins,doubled),Easy,"Make a classic gimlet, combining gin and lime syrup, stirred to the perfect dilution with lots of ice. A refreshing cocktail to enjoy with friends","['50ml homemade lime syrup (see recipe, below) or lime cordial', 'ice', '50ml London dry gin', 'slice of lime and an edible flower, to garnish (optional)']","['Put a martini or coupe glass in the fridge to chill.', 'Pour 50ml of the lime syrup (see recipe, below) or cordial into a jug or tall glass and add a few ice cubes and the gin. Stir until the outside of the container feels very cold.', 'Strain the mixture into your chilled glass and garnish with a slice of lime and an edible flower.', 'For the homemade lime syrup, put the lime zest into a saucepan. Squeeze the juice from both limes into a measuring jug – stop when you get to about 60ml, then top it up with water so you have 100ml of liquid in total. Pour this into your pan with the caster sugar. Heat very gently, stirring occasionally just until the sugar has dissolved, but don’t let it boil. Strain the mixture into a heatproof jug and leave to cool. Makes 280-300ml. Lasts up to two weeks.']",bbc,https://www.bbcgoodfood.com/recipes/gimlet-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gimlet-d8b20bd.jpg
earl grey martini,5 mins,700ml,Easy,This delicious twist on a martini is made with just three ingredients and takes minutes to make. The bergamot oil in the Earl Grey gives a lovely citrus hit,"['1 tbsp good loose-leaf Earl Grey tea', '700ml bottle of decent gin', 'ice']","['Put the Earl Grey tea in a large jug. Pour the gin over and stir with a long-handled spoon for about 45 secs.', 'Strain the gin through a tea strainer over a funnel back into the bottle. You’ll see small particles of leaf still suspended in the gin. Rinse out the jug and, using a coffee filter or some muslin inside the funnel, strain the gin a second time to remove all the particles. In this way, the gin will be stable and the flavour won’t change – it’ll be good for months and months until the final sip.', 'To serve, shake or stir over ice – I like how the flavours change as the drink dilutes.']",bbc,https://www.bbcgoodfood.com/recipes/earl-grey-martini,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/earl-grey-martini-d966b7e.jpg
salted caramel pecan sour,15 mins,6,More effort,"A modern version of the classic sour cocktail, this is the ultimate Christmas drink. Salted caramel and Icelandic vodka make an irresistible mix","['100g pecans , finely chopped', '160g golden caster sugar', '½ tsp sea salt flakes', 'Reyka vodka', '3 egg whites', '120ml fresh clementine juice (about 2-3 clementines)', '18 drops chocolate bitters (we used Fee brothers Aztec chocolate bitters)', 'ice', '6 dehydrated orange slices , to serve', 'good grating of nutmeg , to serve']","['Toast the pecans in a dry saucepan for 1-2 mins, then take off the heat. Quickly add the sugar and 80ml water, stir rapidly to dissolve the sugar, add the salt, then leave the mixture to cool completely. Pour through a sieve to remove the pecans.', 'Pour the pecan salted caramel syrup, vodka, egg whites, clementine juice and bitters into a cocktail shaker. Shake hard for 30 secs to add volume to the egg white. Add some ice and shake again for a further 15 secs, then strain into rocks or coupe glasses. Garnish each with a dehydrated orange slice and grate fresh nutmeg over, to taste. Serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/salted-caramel-pecan-sour,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salted-caramel-pecan-sours-7a078e5.jpg
dark & stormy coffee cocktail,5 mins,1,Easy,Are you a die-hard fan of a dark and stormy? Twist up a classic cocktail with a dash of freshly brewed espresso to pair with traditional ginger beer,"['25ml dark rum', '25ml tequila', 'ice', 'ginger beer', '2 tbsp freshly brewed espresso']",['Fill a highball glass with ice and pour in the rum and tequila. Stir then top with ginger beer. Slowly pour in the espresso.'],bbc,https://www.bbcgoodfood.com/recipes/stormy-caffeinated,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stormy-and-caffeinated-bb69ee8.jpg
bergamot mojito,20 mins,6,Easy,"Perfumed bergamot zest and juice are combined with rum, mint, lime and sugar in a twist on the standard mojito - serve at a dinner party as guests arrive","['300g golden caster sugar', '12 mint leaves', '6 limes , juiced', '1 bergamot , zested and juiced (available from ocado.com)', '150ml golden rum']","['Mix the sugar with 1 ltr water in a medium saucepan. Bring to the boil, then cool to room temperature.', 'Blend the mint, lime juice and bergamot zest and juice in a food processor, then add the cooled syrup and blend until combined. Pour into a plastic container and freeze, stirring with a fork every 30 mins until frozen.', 'To serve, scoop the granita into chilled glasses and pour the rum over.']",bbc,https://www.bbcgoodfood.com/recipes/bergamot-mojito,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bergamot-mojito-f83dc95.jpg
long island iced tea,5 mins,4,Easy,"Mix a jug of this classic cocktail for a summer party. It's made with equal parts of vodka, gin, tequila, rum and triple sec, plus lime, cola and plenty of ice","['50ml vodka, vanilla vodka works well', '50ml London dry gin', '50ml reposado tequila', '50ml rum', '50ml triple sec', '50-100ml fresh lime juice', 'ice', '500ml cola', '2 limes, cut into wedges']","['Pour the vodka, gin, tequila, rum and triple sec into a large (1.5l) jug, and add lime juice to taste. Half fill the jug with ice, then stir until the outside feels cold.', 'Add the cola then stir to combine. Drop in the lime wedges.', 'Fill 4 tall glasses with more ice cubes and pour in the iced tea.']",bbc,https://www.bbcgoodfood.com/recipes/long-island-iced-tea,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/long_island_iced_tea_cocktail-c97bd56-scaled.jpg
coco fizz,5 mins,1,Easy,Spruce up the classic coconut and rum combination with a dash of Prosecco and a squeeze of lime for a festive cocktail you can shake up in seconds,"['25ml coconut rum', '50ml coconut water', 'juice of ½ lime', 'ice', '50ml prosecco']","['Put the coconut rum, coconut water and lime juice into a cocktail shaker, add ice and shake until the outside of the shaker is icy-cold to the touch. Strain into a chilled coupe glass, top with the Prosecco and serve.']",bbc,https://www.bbcgoodfood.com/recipes/coco-fizz,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cocktails-coco-fizz12521-ae3a364.jpg
sloe gin cocktail,10 mins,1,Easy,"This autumnal hedgerow cocktail has a blend of botanical notes from the gin, infused with a juniper syrup, which makes for a sweet-sharp tipple","['50ml sloe gin', '25ml lemon juice', '25ml gin', 'ice (crushed and cubes)']","['Start by making the juniper syrup. Put the sugar in a small saucepan, then add 100ml water and the juniper berries. Bring to the boil, then take off the heat and gently squash the berries in the liquid using a potato masher. Leave to steep until completely cold, then strain into a sterilised bottle or jar. Will keep in the fridge for up to 2 weeks.', 'Put the sloe gin, lemon juice, gin and 2 tsp of the syrup in a cocktail shaker with a few ice cubes. Shake well and strain into a tumbler filled with crushed ice. Serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/sloe-gin-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sloe-gin-cocktail-b13c16a.jpg
summer punch,10 mins,8,Easy,"A simple, refreshing drink that's perfect for a summery gathering. For an extra-special twist, swap the sparkling water for champagne","['125ml lemon juice', '50g caster sugar', '250ml elderflower liqueur', '250ml vodka', '500ml apple juice (Bradley is best if you like it sharp)', '125ml sparkling water', 'ice', 'fresh summer herbs like lemon verbena, mint and basil (optional)', 'lemon slices (optional)']","['In a bowl, mix the lemon juice and sugar until the sugar dissolves. Transfer into a large serving bowl, add the other liquid ingredients, fill to the top with ice and stir gently. Serve immediately, with herbs and lemon slices, if you like.', 'In a bowl, mix the lemon juice and sugar until the sugar dissolves. Transfer into a large serving bowl, add the other liquid ingredients, fill to the top with ice and stir gently. Serve immediately, with herbs and lemon slices, if you like.']",bbc,https://www.bbcgoodfood.com/recipes/wilhelminas-punch,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/wilhelminas-punch-8199dac.jpg
courgette martini,10 mins,1,Easy,"Courgette and martini may seem unlikely bedfellows, but blended with lemon and shots of gin and vermouth, this is a delicious take on a cocktail classic","['1 courgette , coarsely grated', 'juice 2 lemons', '2 tbsp caster sugar', '25ml vermouth', '50ml gin', 'ice', 'mint leaf to garnish']","['Mix the courgette with the lemon juice and sugar and leave to steep for 1 hr. In the meantime, place a martini glass in the fridge to chill.', 'Strain the courgette mixture through a sieve into a jug. Fill a cocktail shaker with ice then add 25ml of the courgette syrup followed by the vermouth and gin. Stir gently a few times then strain into your chilled glass. Garnish with a mint leaf and serve.']",bbc,https://www.bbcgoodfood.com/recipes/courgette-martini,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-martini-cba18e8.jpg
apple prosecco punch,5 mins,10,Easy,Spritz up a basic apple cocktail with a dash of prosecco and a splash of vodka,"['400ml cloudy apple juice', '200ml vodka', 'juice 2 lemons', '750ml prosecco', 'ice', '1 green apple , cored and finely sliced', '1 lemon , sliced']","['Pour the apple juice, vodka and lemon juice into a punch bowl and chill for 1-2 hrs.', 'When you’re ready to serve add the prosecco, ice and apple and lemon slices to garnish.']",bbc,https://www.bbcgoodfood.com/recipes/apple-prosecco-punch,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/apple-prosecco-punch-d53f55e.jpg
marzipan old fashioned,5 mins,1,Easy,Enjoy the flavours of simnel cake in this special spring-inspired old fashioned cocktail with marzipan flavours – garnish with an orange peel twist for citrussy notes,"['25ml amaretto', '1 tsp sugar syrup', 'few dashes of orange bitters', '1-2 drops of almond essence', 'ice', '25ml brandy', 'orange peel twist, to garnish']","['Tip the amaretto, sugar syrup, bitters and almond essence into a cocktail mixing glass or jug. Add a few ice cubes and slowly stir with a mixing spoon until the outside of the glass feels cold. Pour in the brandy and add a few more ice cubes, then stir until just combined.', 'Strain the drink into an ice-filled rocks glass or tumbler and garnish with an orange peel twist.']",bbc,https://www.bbcgoodfood.com/recipes/marzipan-old-fashioned,https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Marzipan-old-fashioned-f7e2c1a.jpg
"cucumber, mint & melon punch",25 mins,12,Easy,"A fruity, minty, refreshing punch for a summer party. The mix of juicy honeydew, cantaloupe and watermelon chunks make this the ultimate cooler to beat the heat","['1 large cucumber , peeled and chopped into small chunks', 'small bunch mint , leaves picked', '500ml vodka', 'juice 6 lime , plus wedges to serve', '200g white caster sugar', '1-2 small melons (we used 1/2 honeydew, 1/2 cantaloupe and 1/2 watermelon)', '1l sparkling water , chilled']","['Put the cucumber and half the mint in a large bowl or jug, and pour over the vodka. Cover and leave to steep for at least 24 hrs or for up to 1 week in the fridge, stirring every few days. Strain through a fine sieve.', 'Pour the vodka, lime juice and sugar into a larger jug. Stir well.', 'Using a melon baller, scoop out as many melon balls as you can. Add them to the jug and leave to steep for 30 mins-1 hr in the fridge. Top up with sparkling water and add the remaining mint leaves just before serving with extra lime wedges.']",bbc,https://www.bbcgoodfood.com/recipes/cucumber-mint-melon-punch,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cucumber-mint-melon-punch-bdfc7f1.jpg
melon & cucumber punch,10 mins,15,Easy,"Perfectly ripe Galia melon, orange liqueur and Pimm's pump this punch with summery flavour","['1 Galia melon', 'juice 1 lemon', ""100ml Pimm's"", '50ml orange liqueur (we used Cointreau)', '750ml white wine', '½ cucumber , sliced', 'small bunch mint', '300ml sparkling water or sparkling wine', 'ice']","[""Cut the melon in half and scoop out and discard the seeds. Using a melon baller cut the fruit into spheres and place in a large punch bowl. Add the lemon juice, Pimm's, orange liqueur and white wine then chill in the fridge for 1-2 hrs."", 'To serve, add the cucumber pieces, mint sprigs and top with sparkling water and ice.']",bbc,https://www.bbcgoodfood.com/recipes/melon-cucumber-punch,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/melon-cucumber-punch-da7659a.jpg
frozen caipirinha,10 mins,4,Easy,Cool down with this frozen spin on the classic Brazilian Caipirinha. The secret is squeezing as much lime into the sugar as you can,"['2 limes , halved', '6 tbsp golden granulated sugar', '400g ice', '200ml cachaça']","['Cut each of the lime halves into four chunks. Put in a large mortar with the sugar and squish well with a pestle to break them down – they will release their juices, leaving you with a sweet lime syrup. Remove the lime peel, squeeze to release the last bits of juice, then discard. Transfer the lime syrup to a small plastic container and freeze for at least 4 hrs, ideally overnight.', 'When you’re ready to make the cocktail, put the ice in a blender suitable for crushing ice, then add the frozen syrup and cachaça. Blend at a high speed until smooth and thick. Transfer to cocktail glasses or tumblers and serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/frozen-caipirinha,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/frozen-caipirinha-9288e31.jpg
frozen strawberry daiquiri,10 mins,2,Easy,This slushy cocktail is best made when strawberries are in season and at their ripest. With just four ingredients you can whip up this thirst quencher in 10 minutes.,"['500g strawberries, hulled', '200g ice', '100ml rum', 'juice 1/2 lime', '1-2 tbsp sugar syrup, optional']","['Blend the strawberries then push the resulting puree through a sieve to remove some of the seeds. Tip the sieved puree into the blender again and add the ice, rum, 1-2 tbsp sugar syrup depending on how sweet you like your drinks and lime juice. Blend again and divide the mixture between 2 Martini glasses.', 'Thread the lime slices and strawberry halves onto the cocktail sticks and place onto the edge of the glass, serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/frozen-strawberry-daiquiri,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/frozen-strawbz-329b8e5.jpg
rhubarb gin,10 mins,2,Easy,"Use seasonal rhubarb to make this G&T-with-a-difference, or top the finished gin with soda water for a refreshing and gloriously pink summertime drink","['1kg pink rhubarb stalks', ""400g caster sugar (don't use golden - it muddies the colour)"", '800ml gin']","['Wash the rhubarb, trim the stalks and discard the base and any leaves. Cut the stalks into 3cm lengths. Put in a large jar with the sugar. Shake everything around, put the lid on and leave overnight. The sugar will draw the juice out of the rhubarb.', 'After 24 hrs, add the gin, seal and shake everything around. Leave for about 4 weeks before drinking. You can strain the liquor off through a muslin-lined sieve and transfer to a bottle, but I often just leave the rhubarb and booze in the jar and ladle it into drinks that way. Over time the rhubarb and the gin go a much paler colour – this doesn’t look as dramatic. The upside is you that have to get through it fairly quickly!']",bbc,https://www.bbcgoodfood.com/recipes/rhubarb-gin,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/rhubarb-gin-93e56de.jpg
elderflower & herb cooler,10 mins,4,Easy,Make the perfect spring cocktail with a spritz of elderflower and beautiful edible flowers to finish,"['2 thyme sprigs , leaves only', '2 rosemary sprigs, leaves only', '8 edible flowers (such as pansies, rose petals and borage)', '50ml elderflower cordial', '150ml elderflower liqueur', '150ml gin', 'ice', '330ml can sparkling water']","['Pop the herbs and flowers into the holes of an ice cube tray, fill with water and freeze for 2-3 hrs or until frozen solid.', 'Pour the elderflower cordial, elderflower liqueur, gin and a large handful of ice cubes into a large jug. Stir until the outside of the jug feels cold then strain into 4 tall glasses or champagne flutes. Top with the soda and add a few more ice cubes and the floral ones too. Serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/elderflower-herb-cooler,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/elderflower-73f55b4.jpg
bloody mary recipe,5 mins,2,Easy,Learn how to make the ultimate bloody mary with our easy recipe. Turn up the Tabasco spice or dial it down to mix this classic vodka cocktail to your taste,"['large handful of ice', '100ml vodka', '500ml tomato juice', '1 tbsp lemon juice, plus 2 slices to serve', 'few shakes Worcestershire sauce', 'few shakes Tabasco (smoked Tabasco is nice)', 'pinch celery salt', 'pinch black pepper', '2 celery sticks, to serve']","['Place the ice in a large jug. Measure the vodka, tomato juice and lemon juice and pour it straight onto the ice.', 'Add 3 shakes of Worcestershire sauce and Tabasco (or more if you like it very spicy) and a pinch of celery salt and pepper. Stir until the outside of the jug feels cold, then strain the cocktail into 2 tall glasses.', 'Top up with fresh ice, add a celery stick and lemon slice to both glasses and enjoy.']",bbc,https://www.bbcgoodfood.com/recipes/bloody-mary,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bloody-mary-a2983ba.jpg
old fashioned,5 mins,1,Easy,"A traditional whisky cocktail with bitters, soda water and a simple orange garnish. Serve in a tumbler with plenty of ice","['2 tsp sugar syrup or 1 tsp granulated sugar', '1-2 dashes Angostura bitters', 'splash of water', '60ml Scotch whisky or bourbon', 'soda water (optional)', 'orange slice', 'maraschino cherry (optional)']","['Put the sugar, bitters and water in a small tumbler. Mix until the sugar dissolves if using granulated. Fill your glass with ice and stir in the whisky. Add a splash of soda water if you like and mix. Garnish with the orange and cherry.']",bbc,https://www.bbcgoodfood.com/recipes/old-fashioned,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/old-fashioned-5a4bab5.jpg
piña colada,5 mins,1,Easy,"A tropical blend of rich coconut cream, white rum and tangy pineapple – serve with an umbrella for kitsch appeal","['120ml pineapple juice', '60ml white rum', '60ml coconut cream', 'wedge of pineapple, to garnish (optional)']",['Pulse all the ingredients along with a handful of ice in a blender until smooth. Pour into a tall glass and garnish as you like.'],bbc,https://www.bbcgoodfood.com/recipes/pina-colada,https://images.immediate.co.uk/production/volatile/sites/30/2013/11/pina-colada-c68aca7.jpg
rhubarb & custard cocktail,25 mins,4,Easy,An elegant vodka-based drink that'll wow your guests - it's made with creamy advocaat liqueur and homemade fruit syrup,"['For the rhubarb syrup', '85g caster sugar', '300g chopped rhubarb']","['To make the rhubarb syrup, put the caster sugar in a saucepan with 75ml water. Heat very gently, so the sugar disappears but the water doesn’t bubble. Tip in the chopped rhubarb, cover with a tight-fitting lid and increase the heat a little so it begins to boil. Simmer, covered, for about 5 mins until the rhubarb is very tender but not disintegrating.', 'Turn off the heat, and tip the pan’s contents into a fine sieve over a bowl. Use a wooden spoon to gently squeeze the rhubarb so that you get all the juices, but no pulp. Tip back into the pan and boil rapidly for a few mins until just syrupy. Pour into a jug – you should have about 125ml. Leave to cool completely. Any leftovers will keep in the fridge for up to 1 month.', 'Chill 4 cocktail glasses with ice or in your freezer. Shake the vodka and 100ml of the rhubarb syrup together with ice until mixed and chilled down. Make small shreds of rhubarb using a vegetable peeler and place into iced water – this will make them curl up.', 'In a separate jug, whisk together the advocaat and lemonade with more ice to lighten. Divide the vodka and rhubarb mixture between the glasses, straining through a small sieve to catch the ice.', 'Carefully pour 25ml of your advocaat mixture into each glass over an upsidedown spoon (the mixture should float on the surface of the vodka syrup mixture). Drain the rhubarb shreds well and use to garnish your cocktails.']",bbc,https://www.bbcgoodfood.com/recipes/rhubarb-custard-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1243637_8-967b387.jpg
apple & elderflower gin cocktail,5 mins,8,Easy,Cool off with this gin-based apple and elderflower cocktail with both fruity and floral notes. Make a batch of this easy summer drink for entertaining,"['250ml gin', '200ml elderflower cordial', '1l cloudy apple juice', 'apple slices and ice, to serve']","['In a jam jar, mix gin with cordial. When ready to serve, divide the mixture between 8 glasses, top up with apple juice, apple slices and ice.']",bbc,https://www.bbcgoodfood.com/recipes/apple-elderflower-gin-cocktails,https://images.immediate.co.uk/production/volatile/sites/30/2013/07/Apple-elderflower-cocktail-b81a932.jpg
white russian,5 mins,1,Easy,We like this classic vodka cocktail made with fresh cream – the Kahlúa liqueur adds a coffee-infused finish,"['60ml vodka', '2 tbsp Kahlúa', '1 tbsp cream']",['Mix together all the ingredients. Put some ice cubes in a small tumbler and pour the cocktail over the top.'],bbc,https://www.bbcgoodfood.com/recipes/white-russian,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/white-russian-d858c59.jpg
bellini,5 mins,6,Easy,A classy cocktail served in an elegant flute - this simple combination of peach purée and Prosecco makes a great start to any celebration,"['500ml peach purée or peach nectar', '1 bottle prosecco']",['Put the peach puree in a Champagne flute up to about 1/3 full and slowly top up with Prosecco.'],bbc,https://www.bbcgoodfood.com/recipes/bellini,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bellini-b049342.jpg
